,2nd Iteration Candidates,TweetSentence,hashtags,phase1Candidates,sentID,tweetID,user,completeness,candidates_with_label
4120,['great'],Great fight while it lasted.,nan,,1,2710,anttopquality,True,"[('great', 'b')]"
4121,['see'],We see you @ALIAQUINTA 😂,UFC211,,0,2711,Black_Lee13,True,"[('see', 'b')]"
4122,['frankie'],Lol Frankie destroying him atm,UFC211,Frankie::*1*||,0,2712,FashionHitList,True,"[('frankie', 'g')]"
4123,"['matchmaker joe silva', 'ufc']",Cool that matchmaker Joe Silva will be inducted into the UFC Hall of Fame.,UFC211,Joe Silva::*3*4*||UFC Hall of Fame::*10*11*12*13*||,0,2713,ArdaOcalTV,True,"[('matchmaker joe silva', 'na'), ('ufc', 'g')]"
4124,['job'],"That's a tough job, pulled 100 different ways daily.",UFC211,,1,2713,ArdaOcalTV,True,"[('job', 'b')]"
4125,"['demian maia', 'watch']",Demian Maia is so enjoyable to watch,UFC211,Demian Maia::*0*1*||,0,2714,Jumanator,True,"[('demian maia', 'g'), ('watch', 'b')]"
4126,[],Damn.,UFC211,nan,0,2715,Eliseo951,True,[]
4127,['yair'],Yair didnt stand a chance.,UFC211,,1,2715,Eliseo951,True,"[('yair', 'g')]"
4128,"['edgar', 'maia']",Total mauling  Edgar schooled the young buck I think Maia bout to do the same ting .,UFC211,Edgar::*2*||Maia::*9*||,0,2716,shockusmaximus,True,"[('edgar', 'g'), ('maia', 'g')]"
4129,"['got', 'maia', 'right']",I got Maia right here.,UFC211,Maia::*2*||,0,2717,TheJakeMitchell,True,"[('got', 'b'), ('maia', 'g'), ('right', 'b')]"
4130,"['scarface', 'masvidal']",But the Scarface music is definitely a cool touch from Masvidal.,UFC211,Scarface::*2*||Masvidal::*10*||,1,2717,TheJakeMitchell,True,"[('scarface', 'g'), ('masvidal', 'g')]"
4131,"['dc', 'voice']","Ugh, DC's voice and personality annoys me.",UFC211,DC's::*1*||,0,2718,DrunkRufie,True,"[('dc', 'na'), ('voice', 'b')]"
4132,['jones'],hope Jones destroys him in their rematch,UFC211,Jones::*1*||,1,2718,DrunkRufie,True,"[('jones', 'na')]"
4133,['maia'],Ballsy move for Maia taking this fight.,UFC211,Maia::*3*||,0,2719,OctagonPost,True,"[('maia', 'g')]"
4134,['lot'],Says a lot for his confidence.,UFC211,,1,2719,OctagonPost,True,"[('lot', 'b')]"
4135,['yair rodriguez'],Yair Rodriguez after 15minutes,UFC211,nan,0,2720,BronsonMMA,True,"[('yair rodriguez', 'g')]"
4136,[],OMFG!!!,UFC211,nan,0,2721,TheEnforcerJG,True,[]
4137,[],WHAT A FIGHT!!!,UFC211,nan,1,2721,TheEnforcerJG,True,[]
4138,['chase sherman'],Chase Sherman vs Rashad Coulter !!,UFC211,Chase Sherman::*0*1*||Rashad Coulter::*3*4*||,2,2721,TheEnforcerJG,True,"[('chase sherman', 'na')]"
4139,"['go', 'maia']",Let's go Maia!,UFC211,Maia::*2*||,0,2722,GordieMcGuire89,True,"[('go', 'b'), ('maia', 'g')]"
4140,[],🇧🇷,UFC211,,1,2722,GordieMcGuire89,True,[]
4141,"['nice', 'sports']",Nice cold brewskis  and combat sports.,ufc211,,0,2723,alstover,True,"[('nice', 'b'), ('sports', 'na')]"
4142,['happy'],I am in my happy place .,ufc211,,1,2723,alstover,True,"[('happy', 'b')]"
4143,"['joe', 'maia', 'great', 'bjj']","Ok, Joe-Jitsu, we know Maia is great at BJJ, just relax.",ufc211,Joe-Jitsu::*1*||Maia::*4*||BJJ::*8*||,0,2724,billthebutcher2,True,"[('joe', 'g'), ('maia', 'g'), ('great', 'b'), ('bjj', 'g')]"
4144,[],"@GamebredFighter is the epitome of the overused term ""gangster""",UFC211,,0,2725,laura_sanko,True,[]
4145,[],Whats up with the screaming lady in the audience?,UFC211,,0,2726,breezey2399,True,[]
4146,[],Plz shut her up!,UFC211,,1,2726,breezey2399,True,[]
4147,['linkin park'],Linkin Park?,UFC211,nan,0,2727,johnmichaelsaid,True,"[('linkin park', 'g')]"
4148,['linkin park'],Linkin Park.,UFC211,nan,1,2727,johnmichaelsaid,True,"[('linkin park', 'g')]"
4149,[],And the OLD Linkin Park.,UFC211,nan,2,2727,johnmichaelsaid,True,[]
4150,"['dana', 'take', '200k']",Did Dana take that 200k bet...?,UFC211,Dana::*1*||200k::*4*||,0,2728,liteshots,True,"[('dana', 'na'), ('take', 'b'), ('200k', 'na')]"
4151,['beast'],I'm taking @GamebredFighter just a beast of a fighter always has been,UFC211,,0,2729,MMA_KIN,True,"[('beast', 'b')]"
4152,['linkin park'],He's walking out to Linkin Park 😳😂,UFC211,Linkin Park::*4*5*||,0,2730,_AIZENBERG_,True,"[('linkin park', 'g')]"
4153,[],Wow!,UFC211,nan,0,2731,RealFunnyMMA,True,[]
4154,[],@FrankieEdgar just taught a ground and pound clinic to the talented @panteraufc!,UFC211,,1,2731,RealFunnyMMA,True,[]
4155,[],@ufc,UFC211,,2,2731,RealFunnyMMA,True,[]
4156,"['got', 'maia', 'winning']",I got Maia winning this,UFC211,Maia::*2*||,0,2732,2reel4you,True,"[('got', 'b'), ('maia', 'g'), ('winning', 'b')]"
4157,['one'],Sooo up in the air with this one!,ufc211,,0,2733,kcpko,True,"[('one', 'b')]"
4158,['great'],Great fight!,ufc211,,1,2733,kcpko,True,"[('great', 'b')]"
4159,['masvidal'],Going with masvidal though,ufc211,,2,2733,kcpko,True,"[('masvidal', 'g')]"
4160,['yair'],Huge shots by @FrankieEdgar land on Yair!,UFC211,Yair::*6*||,0,2734,JFCarterIII28,True,"[('yair', 'g')]"
4161,['yair rodriquez'],The cut man screwed over Yair Rodriquez in between rounds  cmon refs and cut men DO.,UFC211,Yair Rodriquez::*5*6*||,0,2735,DeionTrueToATL,True,"[('yair rodriquez', 'na')]"
4162,[],YOUR.,UFC211,nan,1,2735,DeionTrueToATL,True,[]
4163,['job'],JOB!,UFC211,nan,2,2735,DeionTrueToATL,True,"[('job', 'b')]"
4164,[],Pure domination!,UFC211,,0,2736,CoachJankos,True,[]
4165,"['us', 'beast']",@FrankieEdgar reminds us that he's a straight BEAST!,UFC211,BEAST::*7*||,1,2736,CoachJankos,True,"[('us', 'b'), ('beast', 'b')]"
4166,"['love', 'see']",Love @FrankieEdgar I want to see that title around his waist again!,nan,,0,2737,OneOnly368,True,"[('love', 'b'), ('see', 'b')]"
4167,"['linkin park', 'meia']",is that fucking linkin park Meia?,UFC211,Meia::*5*||,0,2738,DojoMaul,True,"[('linkin park', 'g'), ('meia', 'na')]"
4168,[],Exactly my thoughts,UFC211,,0,2739,thomasjw,True,[]
4169,"['go', 'maia']",Let's go Maia !,UFC211,Maia::*2*||,0,2740,DejaHill97,True,"[('go', 'b'), ('maia', 'g')]"
4170,['cnn'],CNN exemplifies the empty calories of infotainment with meaningless noise signifying nothing but the dmise of state…,nan,,0,2741,DoreeeV,True,"[('cnn', 'b')]"
4171,['dmoceanu'],RT Dmoceanu: 👊🏻 Always fights with his heart!,Dominant,Dmoceanu::*1*||,0,2742,GetPaidinBlood,True,"[('dmoceanu', 'na')]"
4172,"['one', 'scarface', 'numb']","When one fighter enters to the song from ""Scarface"" and the other enters to  ""Numb"".",UFC211,Scarface::*8*||Numb::*14*||,0,2743,TonyAbah01,True,"[('one', 'b'), ('scarface', 'g'), ('numb', 'g')]"
4173,[],Tells you the mindset of the fighters,UFC211,,1,2743,TonyAbah01,True,[]
4174,['go'],Let's go @demianmaia,UFC211,,0,2744,wehaveagronk,True,"[('go', 'b')]"
4175,['go'],Let's go @demianmaia!,UFC211,,0,2745,AjOsterkamp,True,"[('go', 'b')]"
4176,"['holloway', 'aldo']",Holloway vs Aldo is going to be a 5-round war ending in a close decision.,"ufc211, ufc212",Aldo::*2*||5-round::*8*||,0,2746,JonBon_Joey,True,"[('holloway', 'na'), ('aldo', 'na')]"
4177,[],Anything else would be shocking imo,"ufc211, ufc212",,1,2746,JonBon_Joey,True,[]
4178,[],I feel like it's because he thinks the lyrics are about choking someone.,nan,,0,2747,TonyThumbPoke,True,[]
4179,"['maia', 'masvidal']",Maia vs. Masvidal giving me goosebumps.,UFC211,Masvidal::*2*||,0,2748,andremgeorgiou,True,"[('maia', 'g'), ('masvidal', 'g')]"
4180,[],@FrankieEdgar beat up @panteraufc like hes bestfriends with @bjpenndotcom,"UFC211, TheAnswer, saturdaynight, NewYork, RealDeal, livinglegend",,0,2749,SBTheCritic,True,[]
4181,['masvidal'],Masvidal just oozes confidence,UFC211,,0,2750,RealCJHanratty,True,"[('masvidal', 'g')]"
4182,[],🇭🇷🇺🇸 @stipemiocicufc,UFC211,,0,2751,_LeoLeoLeoLeo_,True,[]
4183,['heavyweight champ'],🏆 Heavyweight Champ,UFC211,Heavyweight Champ::*1*2*||,1,2751,_LeoLeoLeoLeo_,True,"[('heavyweight champ', 'na')]"
4184,[],📆 Tonight!,UFC211,,2,2751,_LeoLeoLeoLeo_,True,[]
4185,"['go', 'frankie edgar', 'got', 'victory']",that sucks that the fight didn't go all three rounds but Frankie Edgar got their Victory and that's good enough I guess but oh well,UFC211,Frankie Edgar::*11*12*||Victory::*15*||,0,2752,chris_drop,True,"[('go', 'b'), ('frankie edgar', 'g'), ('got', 'b'), ('victory', 'b')]"
4186,"['masvidal', 'scarface', 'one', 'time']",RT @TommyToeHold: Masvidal coming out to the Scarface music is one of my all time favorite entrances.,UFC211,Masvidal::*2*||Scarface::*7*||,0,2753,FredoWin,True,"[('masvidal', 'g'), ('scarface', 'g'), ('one', 'b'), ('time', 'b')]"
4187,[],It's perfect.,UFC211,,1,2753,FredoWin,True,[]
4188,"['masvidal', 'got']",Masvidal got me convinced with that music.,UFC211,,0,2754,Pete_Hero,True,"[('masvidal', 'g'), ('got', 'b')]"
4189,"['got', 'masvidal']","I got Masvidal, but don't feel confident at all about it.",UFC211,Masvidal::*2*||,0,2755,blakjordanbreen,True,"[('got', 'b'), ('masvidal', 'g')]"
4190,"['maia', 'beast']",Maia is such a beast.,UFC211,,1,2755,blakjordanbreen,True,"[('maia', 'g'), ('beast', 'b')]"
4191,[],Here's my breakdown,UFC211,,2,2755,blakjordanbreen,True,[]
4192,['gamebred'],"""Gamebred"" vs. ""The Sleep-Inducing Backpack"" next!",UFC211,The Sleep-Inducing Backpack::*2*3*4*||,0,2756,IndeedIndeedInc,True,"[('gamebred', 'na')]"
4193,[],@FrankieEdgar was fired up walking by media row.,nan,,0,2757,DbLaZe802,True,[]
4194,[],He just sent a reminder to anyone who doubted him going into this fight,nan,,1,2757,DbLaZe802,True,[]
4195,"['maia', 'linkin']",Maia with the Linkin Park classic walk out song,UFC211,Maia with the Linkin Park::*0*1*2*3*4*||,0,2758,tootalljoness,True,"[('maia', 'g'), ('linkin', 'na')]"
4196,"['maia', 'numb']",Yay Maia coming out to Numb by @linkinpark.,UFC211,Maia::*1*||Numb::*5*||,0,2759,joshflowers1,True,"[('maia', 'g'), ('numb', 'g')]"
4197,"['love', 'guy']",Fucking love this guy.,UFC211,,1,2759,joshflowers1,True,"[('love', 'b'), ('guy', 'b')]"
4198,['masvidal'],masvidal the executioner,ufc211,nan,0,2760,Demitriousj,True,"[('masvidal', 'g')]"
4199,"['crazy', 'frankie edgar', 'get', 'rodriguez']",pretty crazy I bet you everybody thought that Frankie Edgar was going to get beat up because Rodriguez is so good but the opposite☺😀,UFC211,Frankie Edgar::*8*9*||Rodriguez::*17*||,0,2761,chris_drop,True,"[('crazy', 'b'), ('frankie edgar', 'g'), ('get', 'b'), ('rodriguez', 'g')]"
4200,"['far', 'better']",So far the prelims for  have been better than the main card.,"UFC211, edgarvsrodriguez",,0,2762,BoydAlmighty,True,"[('far', 'b'), ('better', 'b')]"
4201,['last 3'],Last 3 were all fight of the night contenders.,"UFC211, edgarvsrodriguez",Last 3::*0*1*||,1,2762,BoydAlmighty,True,"[('last 3', 'na')]"
4202,[],But  👌🏾,"UFC211, edgarvsrodriguez",,2,2762,BoydAlmighty,True,[]
4203,"['scarface theme', 'arriba']","Cuban nigga comes out to scarface theme song winner in my book, Arriba 🇨🇺!!!!!",UFC211,Arriba::*12*||,0,2763,hrln_89,True,"[('scarface theme', 'na'), ('arriba', 'na')]"
4204,[],Lmao,UFC211,nan,1,2763,hrln_89,True,[]
4205,['frankie edgar'],I have so much respect for Frankie Edgar,UFC211,Frankie Edgar::*6*7*||,0,2764,FashionHitList,True,"[('frankie edgar', 'g')]"
4206,['masvidal'],Masvidal is coming for that title!,UFC211,,0,2765,ElPayasoMMA,True,"[('masvidal', 'g')]"
4207,[],Wow!,UFC211,nan,0,2766,AlwaysEvolving_,True,[]
4208,['eddie'],@DustinPoirier pouring it on Eddie Alvarez at !,UFC211,Eddie Alvarez::*4*5*||,1,2766,AlwaysEvolving_,True,"[('eddie', 'na')]"
4209,['one'],Hopefully he will never win another one.,nan,,0,2767,TICKPADDYDARREN,True,"[('one', 'b')]"
4210,[],Live community chat  Maia vs Masvidal on the Sherdog Forums!!!,UFC211,Maia::*3*||Masvidal on the Sherdog Forums::*5*6*7*8*9*||,0,2768,SherdogDrake,True,[]
4211,[],@sherdogdotcom…,UFC211,,1,2768,SherdogDrake,True,[]
4212,['david branch'],Everyone who just watched David Branch def.,UFC211,David Branch::*4*5*||,0,2769,AaronG80,True,"[('david branch', 'na')]"
4213,"['krzysztof jotko', 'look']",Krzysztof Jotko please look into my pen here ....,UFC211,Krzysztof Jotko::*0*1*||,1,2769,AaronG80,True,"[('krzysztof jotko', 'na'), ('look', 'b')]"
4214,['dm'],U have a secret here is a place to share it no judgements or DM is cool too,"UFC211, DoctorWho, MasterofNone, frontcover, WangoTango, F4F",DM::*14*||,0,2770,JaneDoethinks21,True,"[('dm', 'na')]"
4215,['scarface'],He came out to the scarface theme 😂😂,UFC211,,0,2771,800Hertz,True,"[('scarface', 'g')]"
4216,['go'],let's go @GamebredFighter,"TeamEasyMoney, UFC211",,0,2772,ricoj3323,True,"[('go', 'b')]"
4217,['god'],"God, this fight is special.",UFC211,,0,2773,Chrismark94,True,"[('god', 'g')]"
4218,"['masvidal', 'maia']",Masvidal/Maia @ufc @lthomasnews,UFC211,Maia::*1*||,1,2773,Chrismark94,True,"[('masvidal', 'g'), ('maia', 'g')]"
4219,"['frankie edgar', 'yair']",Highlights from Frankie Edgar vs. Yair Rodriguez,UFC211,Frankie Edgar::*2*3*||Yair Rodriguez::*5*6*||,0,2774,ARomeroXVII,True,"[('frankie edgar', 'g'), ('yair', 'g')]"
4220,[],This is my main event,UFC211,,0,2775,RJD_96,True,[]
4221,[],Let.,nan,nan,0,2776,KingCalmette,True,[]
4222,[],Them.,nan,nan,1,2776,KingCalmette,True,[]
4223,[],Know.,nan,nan,2,2776,KingCalmette,True,[]
4224,['frankie'],Frankie is a dream killer  Congrats 🎈,UFC211,,0,2777,JoshElliott313,True,"[('frankie', 'g')]"
4225,"['got', 'demian']",I got Demian this fight,UFC211,Demian::*2*||,0,2778,Fuckjorgetbh,True,"[('got', 'b'), ('demian', 'b')]"
4226,"['maia', 'masvidal']",Maia vs Masvidal should be fantastic.,UFC211,Masvidal::*2*||,0,2779,Luv_Shukla,True,"[('maia', 'g'), ('masvidal', 'g')]"
4227,"['maia', 'masvidal']",Maia deserves the title shot but damn Masvidal is so much fun,UFC211,Masvidal::*7*||,1,2779,Luv_Shukla,True,"[('maia', 'g'), ('masvidal', 'g')]"
4228,"['two', 'next']",Yikes two of my favorite fighters up next!,"FansWin, UFC211, JorgeMasvidal, DamienMaia",,0,2780,CollinBreaux,True,"[('two', 'b'), ('next', 'b')]"
4229,[],@ufc,"FansWin, UFC211, JorgeMasvidal, DamienMaia",,1,2780,CollinBreaux,True,[]
4230,['first'],@EliasTheodorou That first album was pretty sweet tho....,UFC211,,0,2781,ArdaOcalTV,True,"[('first', 'b')]"
4231,[],"Punchfaces galore, y'all.",UFC211,,0,2782,GleidsonMMA,True,[]
4232,[],That was ridic.,UFC211,,1,2782,GleidsonMMA,True,[]
4233,[],Straight killer.,nan,,0,2783,Slapcevic12,True,[]
4234,"['masvidal', 'maia']",I like Masvidal but this is a easy win for Maia,UFC211,Masvidal::*2*||Maia::*10*||,0,2784,Moshinho,True,"[('masvidal', 'g'), ('maia', 'g')]"
4235,['bad'],"damn, @FrankieEdgar fucked him up pretty bad!",nan,,0,2785,ItsJanado,True,"[('bad', 'b')]"
4236,['watch'],If I can't watch a @TheNotoriousMMA or @Cody_Nolove fight ???,UFC211,,0,2786,Nameluss1,True,"[('watch', 'b')]"
4237,[],will do!,UFC211,nan,1,2786,Nameluss1,True,[]
4238,[],Haha!,UFC211,nan,2,2786,Nameluss1,True,[]
4239,"['great', 'far']",Great card so far!,UFC211,,3,2786,Nameluss1,True,"[('great', 'b'), ('far', 'b')]"
4240,['demian maia'],"Dear Demian Maia,",UFC211,nan,0,2787,MikeJBknows,True,"[('demian maia', 'g')]"
4241,"['get', 'nate marquardted', 'masvidal']",Please don't get Nate Marquardted again by Masvidal.,UFC211,Nate Marquardted::*3*4*||Masvidal::*7*||,1,2787,MikeJBknows,True,"[('get', 'b'), ('nate marquardted', 'na'), ('masvidal', 'g')]"
4242,[],@UFC,UFC211,,2,2787,MikeJBknows,True,[]
4243,[],Hope @demianmaia gives @GamebredFighter some humble pie,UFC211,,0,2788,Toby98,True,[]
4244,[],More of the same by @FrankieEdgar,UFC211,,0,2789,FriskoAteUrKID,True,[]
4245,['shit'],Already nervous as shit.,ufc211,,0,2790,berdgit,True,"[('shit', 'b')]"
4246,['go'],Let's go @GamebredFighter !!!!,ufc211,,1,2790,berdgit,True,"[('go', 'b')]"
4247,[],💪🏼💪🏼💪🏼,ufc211,,2,2790,berdgit,True,[]
4248,['go'],Let's go @GamebredFighter !!!!,UFC211,,0,2791,Muay_Thai_Lover,True,"[('go', 'b')]"
4249,[],🔥👊🏻💪🏻,UFC211,,1,2791,Muay_Thai_Lover,True,[]
4250,['one'],does another number one contendership keep his slot or does the Agent 47 of UFC take it from him,UFC211,Agent 47 of UFC::*11*12*13*14*||,0,2792,DaDrainPipe,True,"[('one', 'b')]"
4251,"['scarface theme', 'love']",Scarface theme I love it @GamebredFighter,UFC211,,0,2793,CigarCity27,True,"[('scarface theme', 'na'), ('love', 'b')]"
4252,[],Damn,nan,nan,0,2794,Franksantin_23,True,[]
4253,['frankie edgar'],Frankie edgar vs cub swanson?,ufc211,,0,2795,JoeRoga64441572,True,"[('frankie edgar', 'g')]"
4254,"['demian maia', 'linkin park', 'numb']",Demian Maia walks out to Linkin Park “Numb”,UFC211,Demian Maia::*0*1*||Linkin Park::*5*6*||“Numb::*7*||,0,2796,sherdogdotcom,True,"[('demian maia', 'g'), ('linkin park', 'g'), ('numb', 'g')]"
4255,"['jorge masvidal', 'arn anderson', 'enforcer', 'ufc']","Jorge Masvidal self-imposing Arn Anderson's ""Enforcer"" duties on the UFC roster.",UFC211,Jorge Masvidal::*0*1*||Arn Anderson's::*3*4*||Enforcer::*5*||UFC::*9*||,0,2797,SecretMovesMMA,True,"[('jorge masvidal', 'na'), ('arn anderson', 'na'), ('enforcer', 'na'), ('ufc', 'g')]"
4256,['post fight interview'],Post Fight Interview with @DavidcBranchMMA @BSO,UFC211,Post Fight Interview::*0*1*2*||,0,2798,TheTruthJackson,True,"[('post fight interview', 'na')]"
4257,['go'],Here we go!,gamebred,,0,2799,user004931,True,"[('go', 'b')]"
4258,"['masvidal', 'take', 'maia', '3rd', ""ko'd""]","If Masvidal can take Maia into the 3rd round, Maia will tire &amp; be susceptible to be KO'd.",UFC211,Masvidal::*1*||Maia::*4*||3rd::*7*||Maia::*9*||KO'd::*17*||,0,2800,MontyArthur,True,"[('masvidal', 'g'), ('take', 'b'), ('maia', 'g'), ('3rd', 'na'), (""ko'd"", 'na')]"
4259,"['masvidal', '1st']",Otherwise Masvidal will be subbed in 1st.,UFC211,Masvidal::*1*||1st::*6*||,1,2800,MontyArthur,True,"[('masvidal', 'g'), ('1st', 'na')]"
4260,[],What's up MichaelIrvin88?,UFC211,nan,0,2801,GetPaidinBlood,True,[]
4261,[],Alright!!,UFC211,nan,0,2802,JericsonCantubs,True,[]
4262,[],Yuuuuuckkkk.,nan,nan,0,2803,ChrisC0llins,True,[]
4263,['look'],Doesn't even look like himself,nan,,1,2803,ChrisC0llins,True,"[('look', 'b')]"
4264,['scarface'],@GamebredFighter coming out to the Scarface theme was cold as ice!,UFC211,Scarface::*5*||,0,2804,EmpeyJoel,True,"[('scarface', 'g')]"
4265,['maia'],Maia threw more shadow-box punches in the hype package than he will in this fight.,UFC211,,0,2805,bendertm,True,"[('maia', 'g')]"
4266,[],TMT Boxer Broke And Driving Uber    Bobby Ryan ...,"UFC211, zacbrownbandlive, WangoTango",nan,0,2806,iam_dapeter,True,[]
4267,"['demian', 'linkin park']",DEMIAN WHAT ARE YOU DOING. LINKIN PARK CURSE. NOOOOOO,UFC211,nan,0,2807,Sir_Brendan,True,"[('demian', 'b'), ('linkin park', 'g')]"
4268,['maia'],Come on Maia,UFC211,nan,0,2808,DPlatt3699,True,"[('maia', 'g')]"
4269,['masvidal'],"Masvidal is a true fighter with a salty 32-11 record, but I like him for this matchup.",UFC211,32-11::*8*||,0,2809,christianvluc,True,"[('masvidal', 'g')]"
4270,[],Good heavens.,nan,,0,2810,TheEliJordan,True,[]
4271,[],Top level mangling.,nan,,1,2810,TheEliJordan,True,[]
4272,[],Very Interesting Fight Coming Up!,UFC211,nan,0,2811,AnthonyHunt9,True,[]
4273,[],@GamebredFighter vs @demianmaia?,UFC211,,1,2811,AnthonyHunt9,True,[]
4274,"['eddie alvarez', 'prison rules']",Eddie Alvarez won that fight via Prison Rules.,UFC211,Eddie Alvarez::*0*1*||Prison Rules::*6*7*||,0,2812,That_guy_621,True,"[('eddie alvarez', 'na'), ('prison rules', 'na')]"
4275,[],Come on @demianmaia,UFC211,,0,2813,XdanielkingX,True,[]
4276,[],Good luck to the champ @stipemiocicufc tonight!,"DefendTheLand, UFC211",,0,2814,TayWits,True,[]
4277,[],👊🏼,"DefendTheLand, UFC211",,1,2814,TayWits,True,[]
4278,[],We’ll be cheering for you when you  at !…,"DefendTheLand, UFC211",,2,2814,TayWits,True,[]
4279,"['maia', 'masvidal', 'watch']",Maia v Masvidal this was my favorite interesting matchup to watch.,UFC211,Masvidal::*2*||,0,2815,mvpdream34,True,"[('maia', 'g'), ('masvidal', 'g'), ('watch', 'b')]"
4280,[],Can anyone in this division figure the puzzle of Maia 👀,UFC211,Maia::*9*||,1,2815,mvpdream34,True,[]
4281,"['maia', 'octagon']",Maia is the greatest BJJ practitioner to ever step into the octagon.,UFC211,BJJ::*4*||,0,2816,Notorious_RAF,True,"[('maia', 'g'), ('octagon', 'na')]"
4282,[],So pumped for this match up!,UFC211,,0,2817,Migstah,True,[]
4283,['got'],Who you got?,UFC211,,1,2817,Migstah,True,"[('got', 'b')]"
4284,"['great', 'job']",Congrats @FrankieEdgar u did great job!,"UFC211, LEGEND",,0,2818,knockouts365,True,"[('great', 'b'), ('job', 'b')]"
4285,['next'],titleshot next!,"UFC211, LEGEND",,1,2818,knockouts365,True,"[('next', 'b')]"
4286,"['maia', 'get']",Maia can still get it.,UFC211,,0,2819,RealMainEvent,True,"[('maia', 'g'), ('get', 'b')]"
4287,"['watching edgar', 'shit']",Watching Edgar smash the shit outta that damn eye,UFC211,Watching Edgar::*0*1*||,0,2820,ikilled_anthony,True,"[('watching edgar', 'na'), ('shit', 'b')]"
4288,"['go', 'maia']",Let's go Maia.,ufc211,Maia::*2*||,0,2821,mcshanesound,True,"[('go', 'b'), ('maia', 'g')]"
4289,[],Check this out!,"Fiverr, UFC211, zacbrownbandlive",nan,0,2822,newton_engineer,True,[]
4290,[],I will do computer networking and IT security on,"Fiverr, UFC211, zacbrownbandlive",,1,2822,newton_engineer,True,[]
4291,[],Yep.,nan,nan,0,2823,mookiealexander,True,[]
4292,"['yair', 'time']","I think Yair needs to move to a bigger camp, full-time.",nan,Yair::*2*||,1,2823,mookiealexander,True,"[('yair', 'g'), ('time', 'b')]"
4293,"['maia', 'best', 'masvidal', 'deal', 'standing', 'masvidal']","Maia has the best bjj in MMA &amp; if he takes Masvidal to the mat, it's a done deal but if it stays standing, that's Masvidal's fight",nan,MMA::*6*||Masvidal::*11*||Masvidal's::*25*||,0,2824,mrlopez84,True,"[('maia', 'g'), ('best', 'b'), ('masvidal', 'g'), ('deal', 'b'), ('standing', 'b'), ('masvidal', 'g')]"
4294,['wrong'],lets hope this is proven wrong.,ufc211,nan,0,2825,thanew,True,"[('wrong', 'b')]"
4295,['masvidal'],Masvidal can absolutely win.,UFC211,,0,2826,westcoastlolo_,True,"[('masvidal', 'g')]"
4296,['best'],Takedown defense and boxing are his best friends tonight.,UFC211,,1,2826,westcoastlolo_,True,"[('best', 'b')]"
4297,[],Well deserved!,UFC211,,0,2827,morgyman,True,[]
4298,[],@FakeJoeSilva,UFC211,,1,2827,morgyman,True,[]
4299,[],A title shot is on the line at .,UFC211,,0,2828,MMAHWatch,True,[]
4300,"['demianmaia', 'jorge']",It's demianmaia vs. Jorge Masvidal (GamebredFighter) up now.…,UFC211,Jorge Masvidal::*3*4*||GamebredFighter::*5*||,1,2828,MMAHWatch,True,"[('demianmaia', 'na'), ('jorge', 'g')]"
4301,"['pantera', 'one', 'nice', 'frankie']",Tbh I honestly thought Pantera was going to win this one but oh well... Nice performance by Frankie though,"gruesome, UFC211",Pantera::*4*||Nice::*14*||Frankie::*17*||,0,2829,AlexRdz185,True,"[('pantera', 'na'), ('one', 'b'), ('nice', 'b'), ('frankie', 'g')]"
4302,"['one', 'linkin park', 'demian maia']",One of the few times I fuck with Linkin Park is when Demian Maia comes out to the cage,"UFC211, mma, mixedmartialarts, ufc",Linkin Park::*8*9*||Demian Maia::*12*13*||,0,2830,LibertyMediaCAN,True,"[('one', 'b'), ('linkin park', 'g'), ('demian maia', 'g')]"
4303,['yair rodriguez'],lmao rip yair rodriguez's eye that was disgusting i am fully aware i am very late in tweeting that,UFC211,nan,0,2831,realcamshady,True,"[('yair rodriguez', 'g')]"
4304,"['joe silva', 'yair', 'edgar']",Joe Silva would not have made Yair/Edgar.,ufc211,Joe Silva::*0*1*||Yair::*6*||Edgar::*7*||,0,2832,FaintOfMatts,True,"[('joe silva', 'na'), ('yair', 'g'), ('edgar', 'g')]"
4305,[],:),ufc211,,1,2832,FaintOfMatts,True,[]
4306,"['got', 'maia']",I got Maia here.,UFC211,Maia::*2*||,0,2833,Skyrim_Jobs,True,"[('got', 'b'), ('maia', 'g')]"
4307,['go'],HERE WE GO.,UFC211,nan,0,2834,MMAHWatch,True,"[('go', 'b')]"
4308,"['demianmaia', 'gamebredfighter', 'ppv']",Welterweights square off as DemianMaia takes on GamebredFighter NOW on PPV!,UFC211,DemianMaia::*4*||GamebredFighter::*7*||PPV::*10*||,1,2834,MMAHWatch,True,"[('demianmaia', 'na'), ('gamebredfighter', 'na'), ('ppv', 'na')]"
4309,['yair rodríguez'],Reality check for Yair Rodríguez.,nan,Yair Rodríguez::*3*4*||,0,2835,kaysersoze1,True,"[('yair rodríguez', 'na')]"
4310,"['alex caceres', 'b.j']",After narrow Alex Caceres win &amp; B.J.,nan,Alex Caceres::*2*3*||B.J.::*6*||,1,2835,kaysersoze1,True,"[('alex caceres', 'na'), ('b.j', 'na')]"
4311,['big'],"Penn, this was too big a step up.",nan,,2,2835,kaysersoze1,True,"[('big', 'b')]"
4312,['frankie'],Frankie Ed…,nan,nan,3,2835,kaysersoze1,True,"[('frankie', 'g')]"
4313,['go'],HERE WE GO!!,"UFC211, FightNight",nan,0,2836,SwitchCoverage,True,"[('go', 'b')]"
4314,[],@GamebredFighter vs @demianmaia,"UFC211, FightNight",,1,2836,SwitchCoverage,True,[]
