,2nd Iteration Candidates,TweetSentence,hashtags,phase1Candidates,sentID,tweetID,user
3822,[],Must be pro abortion,"Democratic, WhitePeople",,1,2518,killerkaush
3823,[],Must be pro socialism,"Democratic, WhitePeople",,2,2518,killerkaush
3824,['hate'],Must hate,"Democratic, WhitePeople",,3,2518,killerkaush
3825,['government'],Must rely on Government vs God,"Democratic, WhitePeople",Government::*3*||God::*5*||,4,2518,killerkaush
3826,"['hate', 'usa']",Must hate USA,"Democratic, WhitePeople",USA::*2*||,5,2518,killerkaush
3827,[],Nah.,WhitePeople,nan,0,2519,AetherOfLove
3828,[],We're just over being the scapegoat to 's woes..,WhitePeople,,1,2519,AetherOfLove
3829,"['liberals', 'hate', 'shows']",When Liberals show hate of   it shows their true colors - The color of racism.,"WhitePeople, CantSupportLiberalsOrTerrorists",Liberals::*1*||,0,2520,AricCougar
3830,['mary mary'],"""Mary, Mary, quite contrary,",nan,Mary Mary::*0*1*||,0,2521,SMCADMAN
3831,[],How does your garden grow?,nan,,1,2521,SMCADMAN
3832,[],"With silver bells, and cockle shells,",nan,,2,2521,SMCADMAN
3833,[],"And pretty maids all in a row...""",nan,,3,2521,SMCADMAN
3834,['explain'],"@_Makada_ Explain ""racism against .""",WhitePeople,Explain::*1*||,0,2522,BriereBear
3835,[],Easy to state; provide examples.,WhitePeople,,1,2522,BriereBear
3836,"['black', 'white']","In today's society, there are more black racists than white racists.",WhitePeople,,0,2523,meathouse60005
3837,"['jews', 'zionist']","Those are Jews, you Zionist shill",nan,Jews::*2*||Zionist::*4*||,0,2524,newspartan192
3838,"['one', 'standing', 'black']","Not one is standing at the end of a street in any ghetto forcing black ppl n minorities to live in them, but we pay the rent 🤔",WhitePeople,,0,2525,ShaunceDupree
3839,[],So true!!,nan,,0,2526,thomastlcusic
3840,[],@Jrwoke,nan,,1,2526,thomastlcusic
3841,"['poles', 'vienna turkey', 'one']","After Poles kicked turkish asses during battle of Vienna, Turkey become one of the greatest friends of Poland in history.",nan,Poles::*1*||Vienna Turkey::*8*9*||Poland::*17*||,0,2527,dite_jan
3842,[],Never forget,nan,,1,2527,dite_jan
3843,"['white', 'folks', 'read']",Hey white folks complaining for no goddamn reason: shut the fuck up and read this thread.,nan,,0,2528,ltmcdies
3844,"['tell', 'wrong']",And tell me I'm wrong.…,nan,,1,2528,ltmcdies
3845,['get'],"Some  who are elected President, get caught doing what they shouldn't have been doing...",WhitePeople,,0,2529,ustankk
3846,['people'],Dear  and every people.,WhitePeople,,0,2530,ustankk
3847,['racist'],"If this pisses you off, you're probably racist.",WhitePeople,,1,2530,ustankk
3848,[],invented basketball.,WhitePeople,nan,0,2531,trumpocrat
3849,"['see', 'right', 'back']",see  trending... yep exactly what i thought it was *walks right back out*,WhitePeople,nan,0,2532,jordantylandyln
3850,"['democrat party', 'racist']",Democrat Party has always been the racist party.,nan,Democrat Party::*0*1*||,0,2533,meathouse60005
3851,['us'],They use identity politics to pull our chains and divide us for po…,nan,,1,2533,meathouse60005
3852,['got'],being a hashtag got some in their feelings.,WhitePeople,nan,0,2534,lwinmusic
3853,[],"""Where like begets like there will be harmony,"" runs an old  adage","NationalSocialist, WhitePeople",,0,2535,finnationalist
3854,[],@realDonaldTrump @Scavino45 @PressSec,WhitePeople,,0,2536,CaptDeplorable
3855,['america great'],"Let's Make America Great Again, together!",WhitePeople,America Great::*2*3*||,1,2536,CaptDeplorable
3856,[],🇺🇸,WhitePeople,,2,2536,CaptDeplorable
3857,"['replace', 'us']",You will not replace us,WhitePeople,,0,2537,WeAreWatching1
3858,['liberty university'],"""Liberty University""     …","WhitePeople, IForgotToPackMy, Trump45, InconvenienceAFilm, MAGA, ButtHurtLiberals",,0,2538,chazmology777
3859,"['white people', 'making', 'left']","White People tweeting about  making it trend and blaming it on the left, beautiful.",whitePeople,White People::*0*1*||,0,2539,JDVandersnoot
3860,['liberals'],"Liberalism has taken on a new shape, now what was reality and made sense is now hypocritical and deserves impeachment😂 be careful liberals!",nan,,0,2540,JKBoyer77
3861,['right'],I'm pro diversity so fuck  am I right?,whitepeople,,0,2541,chase_wsu
3862,['hillary clinton'],Hillary Clinton - a true story of murder   i,"Eurovision, UFC211, Portugal, WhitePeople",Hillary Clinton::*0*1*||,0,2542,VannessaNivaldo
3863,[],@Rambobiggs @slice6467  keep stock trading.,whitepeople,,0,2543,iseki_online
3864,"['buy', 'rich']",Buy $BVTK and you will be rich.,whitepeople,Buy $BVTK::*0*1*||,1,2543,iseki_online
3865,['otc'],Most undervalued stock on the OTC.,whitepeople,OTC::*5*||,2,2543,iseki_online
3866,"['one', 'white people', 'whites']",There is not one law that affords White people rights that are denied to non-whites.,nan,White::*7*||,0,2544,EsotericFrogGod
3867,[],Institutional racism doesn't exist.,nan,,1,2544,EsotericFrogGod
3868,['people'],@Stevenwhirsch99 @Shalom555222 People RT  &amp;  are racists .,"WhitePeople, BLM",People::*2*||,0,2545,Natashasjam
3869,[],What happened to skin color doesn't matter?,"WhitePeople, BLM",,1,2545,Natashasjam
3870,['lives'],bcuz they protect &amp; serve ALL LIVES,"WhitePeople, BLM",LIVES::*6*||,2,2545,Natashasjam
3871,[],This belongs on .,"WhitePeople, WhitePeople",,0,2546,MountainCrone
3872,"['white', 'hate', 'white']",Apparently if you know  benefit from white supremacy you hate white peopl…,"WhitePeople, WhitePeople",,1,2546,MountainCrone
3873,"['macron', 'lot']","For someone who loves ""diversity"" so much, Macron has a lot of  on his campaign staff.",WhitePeople,Macron::*7*||,0,2547,somedaygirl
3874,[],Turns oven on broil.,nan,,0,2548,DaKcStork
3875,[],Places laptop inside,nan,,1,2548,DaKcStork
3876,['first'],As you should be unlike everybody else you're the first person I've seen say this,nan,,0,2549,MelaninMManson
3877,"['white', 'twitter']",Anti-White Bots Trying to Take Over Twitter's   via @wordpressdotcom,whitepeople,,0,2550,saboteur365
3878,['die'],"We're dying, but that's okay, this is symbolic for how @MoveOn and @TheDemocrats want  to die anyway.",WhitePeople,,0,2551,HomeboyDagga
3879,['hate'],I hate them,WhitePeople,,0,2552,BengalDesigns
3880,[],Don't let the barbarians destroy what your ancestors built.,WhitePeople,,0,2553,American12310
3881,[],Stand up WhitePeople.,WhitePeople,,1,2553,American12310
3882,['time'],The time is now.,WhitePeople,,2,2553,American12310
3883,['white'],White women tired of your disrespect fuckoooffffff,WhitePeople,,0,2554,Felisha83819049
3884,[],this isn't funny but it's funny,nan,nan,0,2555,blaxxjalapenos
3885,['hate'],Most  don't hate anybody.,WhitePeople,,0,2556,nanaluvsthree3
3886,"['countries', 'possessions']",But they are not going to be guilted out of their Countries or Possessions.,WhitePeople,Countries::*11*||Possessions::*13*||,1,2556,nanaluvsthree3
3887,['us'],They owe us nothing.,WhitePeople,,2,2556,nanaluvsthree3
3888,[],Oh wait...,WhitePeople,,0,2557,RedPilled88
3889,['voted']," like @billclinton had kids named  and didnt own up to him, yet many  voted for his wife.","WhitePeople, DannyWilliams, AfricanAmericans",nan,0,2558,JaynePenelope
3890,[],Dear,WhitePeople,nan,0,2559,lakeemk
3891,"['profit', 'guilt', 'don']",You realize there are organizations that exist whose purpose is to PROFIT off of YOUR GUILT don'…,WhitePeople,PROFIT::*11*||GUILT::*15*||,1,2559,lakeemk
3892,"['liberal', 'democrats']",I'm pretty sure Martin Luther King Jr's dream did not include miserable liberal Democrats inciting hatred against…,nan,Martin Luther King Jr's::*3*4*5*6*||Democrats::*13*||,0,2560,AnnAdki61964612
3893,[],2 scoops of choc chip cookie dough!,"LoveMyPOTUS, WhitePeople, HappySaturday",,0,2561,9975Ts
3894,[],In honor of MY @POTUS !,"LoveMyPOTUS, WhitePeople, HappySaturday",,1,2561,9975Ts
3895,['white people'],"There was no murder , stealing or rape before white people came along there was world peace and everyone could fly.",WhitePeople,,0,2562,jojoofu1
3896,['hate'],hate yall,WhitePeople,nan,0,2563,fireflyphiI
3897,"['people', 'muslims']",The people saying that  aren't responsible for speaking out against racism are the same ones that want all Muslims to apologize.,WhitePeople,Muslims::*18*||,0,2564,thewobbleeffect
3898,"['masvidal', 'scarface']",Masvidal just came out to the scarface theme,UFC211,,0,2565,DerekBurnz
3899,['maia'],if Maia wins this...whats the excuse for not giving him the title shot?,UFC211,Maia::*1*||,0,2566,Eduardo66297020
3900,[],LETTTSSSS GOOOOOO,UFC211,nan,0,2567,brycetriathlete
3901,"['rodriguez', 'jackson wink', 'gone']",Rodriguez moves away from Jackson Wink and suddenly all the gameplanning is gone along with the good corner advice.,UFC211,Jackson Wink::*4*5*||,0,2568,TomTalksMMA
3902,[],If that was in vegas would they have stopped the fight ???,UFC211,,0,2569,MMAGAME1
3903,[],no,UFC211,,1,2569,MMAGAME1
3904,[],Once this tweet with my   sweatshirt hits 250 RT the contest will begin.,"Reebok, UFC",,0,2570,ActionFanboy
3905,[],I will custom sign for winner!…,"Reebok, UFC",,1,2570,ActionFanboy
3906,['maia'],i wanted to root for Maia in this fight until i heard his entrance music.,UFC211,Maia::*5*||,0,2571,danield6
3907,"['guys', 'great']",Respect to @panteraufc and @FrankieEdgar both guys are great fighters.,ufc211,,0,2572,burrell315
3908,['go'],Way to go @JamesVickMMA!,UFC211,,0,2573,JamesVickMMA
3909,"['right', 'see', 'frankie edgar', 'go', 'conor mcgregor']",And that fight right there is why I desperately wanted to see Frankie Edgar go against Conor McGregor.,nan,Frankie Edgar::*12*13*||Conor McGregor::*16*17*||,0,2574,EdSmith313
3910,['great'],Would have been great,nan,,1,2574,EdSmith313
3911,[],Regardless.,"UFC211, UFCDallas",nan,0,2575,DylanBagwell
3912,['maia'],Maia is a legend in this sport as well.,"UFC211, UFCDallas",,1,2575,DylanBagwell
3913,['ufc'],He has so much experience and has been in the UFC for over 10 years!!,"UFC211, UFCDallas",UFC::*10*||,2,2575,DylanBagwell
3914,['lot'],There is a lot going on in Jorge Masvidal's head.,UFC211,Jorge Masvidal's::*7*8*||,0,2576,TomSunderland_
3915,"['meet', 'dark']","I wouldn't want to meet him in a field full of police, never mind a dark alley.",UFC211,,1,2576,TomSunderland_
3916,['hope maia'],Just hope Maia wins so he deservedly gets his shot at the title...,nan,Maia::*2*||,0,2577,shannon_ae
3917,"['one', 'ufc']","Before tonight's  main event, take one last look at who fellow ufc fighters are picking in stipemiocicufc…",UFC211,,0,2578,MMAHWatch
3918,"['making', 'watch']",I'm making my grandmother watch  and her reactions are hysterical.,ufc211,,0,2579,Sam_Ah_Yo_Ah
3919,"['masvidal', 'maia', 'next']",Masvidal v Maia up next.,UFC211,Maia::*2*||,0,2580,MarioMelrockero
3920,['great'],This is going to be a great fight &amp; contrast of styles.,UFC211,,1,2580,MarioMelrockero
3921,"['got', 'maia']","I got Maia, he even comes out to my favourite song from high school.",UFC211,Maia::*2*||,0,2581,TomTalksMMA
3922,"['maia', 'carlos condit', 'one']",Maia going to Carlos Condit this one,UFC211,Carlos Condit::*3*4*||,0,2582,rickadan
3923,['ufc'],@JamesVickMMA is calling out the UFC for a promotion after his dominating performance at .,UFC211,UFC::*5*||,0,2583,beard_of_glory
3924,['numb'],Still coming out to Numb.,UFC211,Numb::*4*||,0,2584,NickiDupre
3925,"['makes', 'time']",Makes me want him to win every time nendndmdnd,UFC211,,1,2584,NickiDupre
3926,"['probable', 'edgar']",MMAFightingThat’s a very probable 10-8 for Edgar.,UFC211,10-8::*4*||Edgar::*6*||,0,2585,MMAHWatch
3927,['rodriguez'],Rodriguez is busted the hell up.,UFC211,,1,2585,MMAHWatch
3928,[],Damn.,UFC211,nan,2,2585,MMAHWatch
3929,[],Ground and pound all day.,UFC211,,3,2585,MMAHWatch
3930,"['love', 'see', 'jorge', 'maia']",I'd love to see Jorge destroy Maia.,UFC211,Jorge::*4*||Maia::*6*||,0,2586,SJD10304
3931,"['big', 'time']",Dak is big time,nan,,0,2587,mandwnation
3932,['scarface'],@GamebredFighter coming out to the Scarface song is applaud worthy.,UFC211,Scarface::*5*||,0,2588,_jordancamacho_
3933,"['go', 'miah']",Let's go Miah!,UFC211,Miah::*2*||,0,2589,MehulBear
3934,"['edgar', 'next', 'one']",💰💰 the Edgar fight put me way over the top but if I hit this next one hits 🙌🏽🤣🙏🏽💰💰💰🇧🇷,UFC211,Edgar::*2*||,0,2590,PushinWeight
3935,"['maia', 'linkin park']",And Maia is coming out to linkin park lol.,UFC211,Maia::*1*||,0,2591,destroytyler
3936,['maia'],Maia already lost this fight,UFC211,,1,2591,destroytyler
3937,"['masvidal', 'maia', 'whittaker']",Masvidal to do to Maia what Whittaker did to jacare?,UFC211,Maia::*4*||Whittaker::*6*||,0,2592,Rickyaddison95
3938,[],@GamebredFighter v @demianmaia,UFC211,,0,2593,Kai_Squared
3939,[],Maybe the fight I am most looking forward to at,UFC211,,1,2593,Kai_Squared
3940,"['demian maia', 'four']",Reminder than Demian Maia has absorbed just 13 significant strikes over his past four fights combined.,UFC211,Demian Maia::*2*3*||,0,2594,MikeBohnMMA
3941,[],Unprecedented.,UFC211,nan,1,2594,MikeBohnMMA
3942,[],Oh my.,UFC211,,0,2595,MMAFighting
3943,[],(@allelbows),UFC211,,1,2595,MMAFighting
3944,['one'],Masivdal is one mean son of a b*tch.,UFC211,,0,2596,TFrenchOnline
3945,[],I think that @GamebredFighter takes this.,UFC211,,0,2597,TheMMAMatthew
3946,['striking'],This will be a striking affair.,UFC211,,1,2597,TheMMAMatthew
3947,[],RT if @joannamma defends again at  tonight!,UFC211,,0,2598,8Britt9
3948,['linkin park'],Brazil just discovered Linkin Park 🤔,UFC211,Linkin Park::*3*4*||,0,2599,Bobby_Beats
3949,"['frankie', 'business']",Frankie is handling that BUSINESS,"UFC211, JerseyStrong",BUSINESS::*4*||,0,2600,414Remy
3950,['got'],"@BrendanSchaub Got the same,surely a title shot for whoever wins this",UFC211,Got::*1*||,0,2601,RyanBoulton1998
3951,"['edgar', 'left', 'first']",Edgar raining down punches from top position with 30 seconds left in the first round,UFC211,,0,2602,MrAmazingAustin
3952,[],MMAFightingWhat’s that noise?,UFC211,,0,2603,MMAHWatch
3953,['two'],@FrankieEdgar literally mopped the mat with @panteraufc for two rounds!,"Levels, UFC211, UFC, MMA",,0,2604,ram_ilan
3954,[],@julesk_fighter loving this @demianmaia walkout music,"ufc211, ufcdallas",nan,0,2605,thomasjw
3955,[],Hope he wins tonight!,"ufc211, jorgemasvidal, fighter, ufc, bjj, mma, nyc, happygirl",,0,2606,free_bunny86
3956,[],@ Lower…,"ufc211, jorgemasvidal, fighter, ufc, bjj, mma, nyc, happygirl",,1,2606,free_bunny86
3957,"['got', 'left']",Can't believe we still got three scraps left.,UFC211,,0,2607,MMAjunkieGeorge
3958,['two'],Two of them are title fights.,UFC211,,1,2607,MMAjunkieGeorge
3959,['holy'],Holy cow!,UFC211,,2,2607,MMAjunkieGeorge
3960,[],What a night!!!,UFC211,,3,2607,MMAjunkieGeorge
3961,[],has delivered.,UFC211,,4,2607,MMAjunkieGeorge
3962,['results frankie edgar'],results: Frankie Edgar def.,UFC211,Frankie Edgar::*1*2*||,0,2608,MariLovesMakeup
3963,"['yair rodriguez', 'tko', 'round 2 5 00']","Yair Rodriguez via TKO (doctor stoppage) - Round 2, 5:00 …",UFC211,Yair Rodriguez::*0*1*||TKO::*3*||Round 2 5 00::*7*8*9*10*||,1,2608,MariLovesMakeup
3964,[],Dammmmmmmmme,nan,nan,0,2609,A7medBenyousef
3965,['maia'],Come on Maia!!!,UFC211,,0,2610,TabsterOPuppets
3966,['jacare souza'],Please don't pull off a Jacare Souza.,UFC211,Jacare Souza::*5*6*||,1,2610,TabsterOPuppets
3967,['go'],@demianmaia here we go!,UFC211,nan,0,2611,jtbsoon2b
3968,[],Kendrick Lamar Damn!,"UFC211, zacbrownbandlive",nan,0,2612,iam_dapeter
3969,['love'],Bev Hills Cops Love Me    Bobby Ryan...,"UFC211, zacbrownbandlive",nan,1,2612,iam_dapeter
3970,"['go', 'maia']",Let's go Maia!,UFC211,Maia::*2*||,0,2613,riju_nayak
3971,"['watch', 'masvidal']",I want to watch Masvidal tap,UFC211,Masvidal::*4*||,1,2613,riju_nayak
3972,"['great', 'bjj', 'maia']",I expect a great display of BJJ by Maia,UFC211,BJJ by Maia::*6*7*8*||,0,2614,CityHunterKai
3973,"['yair rodriguez', 'left', 'frankie edgar']",Yair Rodriguez left eye swollen shut from Frankie Edgar's punishing strikes via elbows and jabs.,UFC211,Yair Rodriguez::*0*1*||Frankie Edgar's::*7*8*||,0,2615,combatesmundial
3974,"['hope maia', 'see', 'masvidal ko', 'wrong']",Hope Maia wins but I can see a Masvidal KO hope I'm wrong,UFC211,Hope Maia::*0*1*||Masvidal KO::*8*9*||,0,2616,LomaIsGOAT
3975,"['jason knight', 'see', 'tv']",This dude Jason Knight proves to be must see TV yet again.,UFC211,Jason Knight::*2*3*||TV::*9*||,0,2617,lpkbookit
3976,[],Seeks the finish non stop.,UFC211,,1,2617,lpkbookit
3977,['mississippi mean'],"""Mississippi Mean"" indeed.",UFC211,Mississippi Mean::*0*1*||,2,2617,lpkbookit
3978,['bruce buffer'],Bruce Buffer looking like the plug in the 80s with that blazer,ufc211,Bruce Buffer::*0*1*||80s::*8*||,0,2618,theckmjgroup
3979,['yair'],Yair will be the champ one day.,nan,,0,2619,ratchetm0ran
3980,['45ers'],Out of ALL the 45ers in the world Frankie is his worst match up.,nan,45ers::*4*||Frankie::*8*||,1,2619,ratchetm0ran
3981,[],Mishandling of a l…,nan,,2,2619,ratchetm0ran
3982,"['seeing alvarez', 'really', 'left']",Seeing Alvarez survive that exchange really puts @TheNotoriousMMA left hand into perspective.,ufc211,Seeing Alvarez::*0*1*||,0,2620,EJBarr3
3983,[],MMAFightingEdgar 10-9 in the second and 20-17 overall.,UFC211,MMAFightingEdgar 10-9::*0*1*||20-17::*6*||,0,2621,MMAHWatch
3984,[],He’s schooling the young buck right now.,UFC211,,1,2621,MMAHWatch
3985,['fan poll'],Fan Poll results as of writing this:,UFC211,Fan Poll::*0*1*||,0,2622,ChokeHoldMMA
3986,['maia'],Maia - 68%,UFC211,,1,2622,ChokeHoldMMA
3987,['masvidal'],Masvidal - 32%,UFC211,,2,2622,ChokeHoldMMA
3988,[],And that's it!,UFC211,,0,2623,EAsXe
3989,[],The fight has been stopped by ringside doctors.,UFC211,,1,2623,EAsXe
3990,"['frankie edgar', 'big']",Frankie Edgar gets another big win,UFC211,Frankie Edgar::*0*1*||,2,2623,EAsXe
3991,"['god rodriguez', 'ouch']",My God Rodriguez eye.... Ouch,"frankieedgar, UFC211",God Rodriguez::*1*2*||Ouch::*5*||,0,2624,michellensteve
3992,"['ufc', 'maia']",This fight is basically UFC trying to put a hit out on Maia,UFC211,UFC::*4*||Maia::*12*||,0,2625,McJustTweeted
3993,"['maia', 'single']",Maia has single leg of doom.,"UFC211, UFC, MMA",,0,2626,AcostaIsLegend
3994,['four'],Only been hit 14 times in last FOUR fights.,"UFC211, UFC, MMA",FOUR::*7*||,1,2626,AcostaIsLegend
3995,['masvidal'],Masvidal has nearly 80% takedown defense.,"UFC211, UFC, MMA",,2,2626,AcostaIsLegend
3996,['standing'],@ufc if @GamebredFighter gets taken down its over until itz standing the fight is on but he will be taken down,UFC211,,0,2627,anand316
3997,[],@BloodyElbow,UFC211,,1,2627,anand316
3998,"['great', 'stipe jj maia edgar eddie', 'got']","Great card for @ufc  I'm going with Stipe, JJ, Maia, Edgar, Eddie - who you got?",UFC211,Stipe JJ Maia Edgar Eddie::*7*8*9*10*11*||,0,2628,rynstien
3999,['stay'],Gonna try stay up for this…,UFC211,,1,2628,rynstien
4000,['maia'],Come on Maia.,UFC211,,0,2629,TurboTwist986
4001,['stop'],Let's put a stop to this clowns run.,UFC211,,1,2629,TurboTwist986
4002,['maia'],"Maia all day, every day!",UFC211,,0,2630,Other_Girl
4003,"['masvidal', 'scarface']",Masvidal came out to the theme from Scarface?!,UFC211,Scarface::*7*||,0,2631,JDaBuddah
4004,[],Ok that's quite legendary to be fair 😂👍🏻,UFC211,,1,2631,JDaBuddah
4005,"['2nd', 'ufc']","So, @demianmaia has the 2nd most submission victories in UFC history.","UFC211, QandA",2nd::*4*||UFC::*9*||,0,2632,UFC_AUSNZ
4006,['first'],Who has the first?,"UFC211, QandA",,1,2632,UFC_AUSNZ
4007,"['masvidal', 'scarface']",Masvidal coming out to the scarface theme song 🔥,UFC211,,0,2633,Jon_Jitsu71
4008,[],"THIS. CARD. IS. 🔥🔥🔥🔥🔥🔥🔥

 ","UFC211, BestCardOfTheYear",nan,0,2634,eTHEgoddess
4009,"['love', 'daniel cormier']",Have I ever mentioned I love Daniel Cormier?,ufc211,Daniel Cormier::*6*7*||,0,2635,Llana
4010,['great'],Great talent and heart.,ufc211,,1,2635,Llana
4011,['great'],Great champion.,ufc211,,2,2635,Llana
4012,['awesome'],Awesome commentator!,ufc211,,3,2635,Llana
4013,[],@dc_mma @ufc,ufc211,,4,2635,Llana
4014,['god'],My god this is horrific!,nan,,0,2636,themarkysmark
4015,['love'],😂😂😂 I LOVE it!,nan,LOVE::*2*||,1,2636,themarkysmark
4016,['maia'],Maia going to choke him unconscious,UFC211,,0,2637,BobJohn52762159
4017,"['maia', 'classic']","...and Maia with such a classic walk out song, such a legend!",UFC211,Maia::*1*||,0,2638,GordieMcGuire89
4018,[],@demianmaia come on champ!,"UFC211, BJJelite",,0,2639,RedStarRony
4019,['one'],Win this and no one can deny you the title shot anymore!,"UFC211, BJJelite",,1,2639,RedStarRony
4020,[],I still think @GamebredFighter &amp; @sergiopettis  are the same person lol   @MMALatestNws @TommyToeHold @MMAFighting,"UFC211, UFCDallas",,0,2640,cminer74
4021,['go'],Let's go @GamebredFighter!!,"EasyMoney, ufc211, TopTeamTakeover",,0,2641,AmericanTopTeam
4022,['maia'],I'm super confident in Maia here.,UFC211,Maia::*4*||,0,2642,ThatBryceMartin
4023,['masvidal'],Which means Masvidal is about to mess him up.,UFC211,Masvidal::*2*||,1,2642,ThatBryceMartin
4024,[],2-0 for !,UFC211,,0,2643,DatBoiFlexJr
4025,['go'],Let's go mia for my 3-0!,UFC211,3-0::*5*||,1,2643,DatBoiFlexJr
4026,"['matchmaker joe silva', 'hof', 'july']",Matchmaker Joe Silva will be inducted into the  HOF this July.,"UFC, UFC211",Matchmaker Joe Silva::*0*1*2*||HOF::*8*||July::*10*||,0,2644,BeardedMMA
4027,[],Well deserved for sure!,"UFC, UFC211",,1,2644,BeardedMMA
4028,['watch'],Headed to @rivolis to watch,"ufc211, camelliasolanabeach",,0,2645,Tempted_2_love
4029,[],I'm super grateful to have been styled by  for this specia…,"ufc211, camelliasolanabeach",,1,2645,Tempted_2_love
4030,['time'],it's quase time,ufc211,nan,0,2646,bull_etproof
4031,['guys'],"What would your walk-in choon be, guys?",UFC211,,0,2647,_RayneScar
4032,"['cnn', 'hrc', 'dnc']",Remember when CNN colluded with HRC and the DNC?,"Eurovision, UFC211, WhitePeople, CNNsotu, JudgeJeanine",CNN::*2*||HRC::*5*||DNC::*8*||,0,2648,caesarman2012
4033,[],I do.,"Eurovision, UFC211, WhitePeople, CNNsotu, JudgeJeanine",,1,2648,caesarman2012
4034,[],🤔🤔🤔.....hard choice,nan,nan,0,2649,PegasusRush
4035,"['maia', 'linkin park', 'numb']",Maia coming out to Linkin Park's - Numb,UFC211,Linkin Park's::*4*5*||Numb::*7*||,0,2650,TheUFCUpdates
4036,"['really', 'fitch']",what's really funny @dc_mma was how mad Fitch was that someone took him down and held him down,UFC211,Fitch::*7*||,0,2651,GriiffinNoel
4037,[],These NUGGETS!,nan,nan,0,2652,jacie_me_rollin
4038,"['go', 'maia']",LETS GO MAIA!,UFC211,nan,0,2653,ggooglyboogly
4039,[],Welp.,ufc211,nan,0,2654,MrIzdik
4040,['maia'],I was cheering for Maia tonight.,ufc211,Maia::*4*||,1,2654,MrIzdik
4041,['linkin park'],Then he had to walk out to Linkin Park.,ufc211,Linkin Park::*7*8*||,2,2654,MrIzdik
4042,[],Yeah I don't know if I can do that now,ufc211,,3,2654,MrIzdik
4043,[],This is going to be some fight!,UFC211,,0,2655,RossKiely95
4044,"['love', 'masvidal']",I love that Masvidal doesn't even try to play to the cameras when shadowboxing,UFC211,Masvidal::*3*||,0,2656,gizzmo11477
4045,['shit'],"Now that I've talked shit to @eugeneSrobinson, @GamebredFighter has a jinx working in his favor.",UFC211,,0,2657,Fight_Whisperer
4046,['one'],@FrankieEdgar is one impressive fighter,ufc211,,0,2658,TSDpod
4047,[],@GamebredFighter wins the battle of walk out music.,UFC211,,0,2659,JerseyChi
4048,"['maia', 'numb']",Props to Maia for walking out to Numb,"ThrowBack, UFC211",Maia::*2*||Numb::*7*||,0,2660,teddyboivin
4049,[],Crowd reaction says it all,UFC211,,0,2661,theysaymateo
4050,[],@FrankieEdgar will always be the fan's favorite.,UFC211,,0,2662,theyoungjoo
4051,['beast'],Dude is a beast.,UFC211,,1,2662,theyoungjoo
4052,[],He's humble.,UFC211,,2,2662,theyoungjoo
4053,[],And always brings it!,UFC211,,3,2662,theyoungjoo
4054,"['masvidal', 'scarface']",Masvidal coming out to the Scarface theme.,UFC211,Scarface::*5*||,0,2663,HishDev
4055,[],Aaaahahahaha,UFC211,nan,1,2663,HishDev
4056,"['masvidal', 'big', 'maia', 'numb']",I pick Masvidal to win big here because Maia has Numb as his walkout song.,UFC211,Masvidal::*2*||Maia::*8*||Numb::*10*||,0,2664,_SeanDonnelly
4057,['maia'],@MeganA_mma I'm a huge Maia fan but I'm nervous for sure.,"UFC211, SignTheFeatherweights",Maia::*4*||,0,2665,TheShaneRussell
4058,"['ufc', 'maia', 'linkin park']",UFC hates Maia so much they make him walk out to Linkin Park.,"UFC211, UFC, MMA",Maia::*2*||Linkin Park::*11*12*||,0,2666,AcostaIsLegend
4059,['guys'],I like both of these guys.,nan,,0,2667,ProfessorBLove
4060,['sad'],I'll be sad no matter who wins.,nan,,1,2667,ProfessorBLove
4061,['maia'],I'm leaning Maia tho.,nan,Maia::*2*||,2,2667,ProfessorBLove
4062,[],Fuck sake man!!!,nan,,0,2668,S_Shady7
4063,[],😷😳,nan,,1,2668,S_Shady7
4064,"['masvidal', 'scarface']",Masvidal walking out to the Scarface theme music,UFC211,Scarface::*5*||,0,2669,evil_ecco
4065,[],Post Fight Interview with @DavidcBranchMMA,UFC211,,0,2670,TheTruthJackson
4066,[],Oh yes.,"UFC211, UFCfi",,0,2671,LarsLapamato
4067,[],Let's do diiiiiiz @demianmaia !,"UFC211, UFCfi",,1,2671,LarsLapamato
4068,"['shit', 'sports']",The timeline goes to shit when no sports are on....I'm watching  though 👍👊,UFC211,,0,2672,500KFlea
4069,"['demian maia', 'linking park']",Dunno why but Demian Maia coming out to Linking Park is hilarious,UFC211,Demian Maia::*3*4*||Linking Park::*8*9*||,0,2673,riju_nayak
4070,"['go', 'bc', 'yair']",@ufc I didn't go to the beach with my fam bc i was hoping Yair would win the fight 😫,UFC211,Yair::*14*||,0,2674,MachineGunJofee
4071,[],Rooting for,"maia, ufc211",,0,2675,pcassidy_UK
4072,"['ufc', 'demian maia']",There may be no fighter on the UFC roster I'm more unabashedly rooting for than Demian Maia.,UFC211,UFC::*7*||Demian Maia::*15*16*||,0,2676,JesseScheckner
4073,[],Crap...,nan,nan,0,2677,marc_raimondi
4074,[],😳  @FrankieEdgar congrats!,UFC211,,0,2678,byyeoside
4075,['joe silva'],CONGRATS JOE SILVA on the Hall of Fame @ufc,UFC211,,0,2679,islandmobosp
4076,['edgar'],Edgar just messed him up,UFC211,,0,2680,JayAndersonMMA
4077,"['maia', 'lose']",Maia finna lose,nan,,0,2681,MrDibsGotScampi
